UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
140331,"R",292,"R",12585136,"Z",0,"Z",0,"Z",0,"Z",0,"R",101,"R",4060702,"R",19,"R",1937857,"R",31,"R",1616252,"R",23,"R",908960,"R",19,"R",869142,"Z",0,"Z",0,"R",53,"R",1651982,"Z",0,"Z",0,"R",46,"R",1540241,"Z",0,"Z",0,"Z",0,"Z",0
140340,"R",19,"R",1096256,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",708467,"R",2,"R",230000,"Z",0,"Z",0,"R",1,"R",40789,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",117000,"Z",0,"Z",0,"Z",0,"Z",0
140447,"R",873,"R",56961282,"R",14,"R",1631448,"R",21,"R",2029917,"R",85,"R",3998789,"R",137,"R",16451413,"R",49,"R",3159914,"R",178,"R",12798207,"R",140,"R",7677261,"R",15,"R",753167,"R",72,"R",2921426,"Z",0,"Z",0,"R",162,"R",5539740,"Z",0,"Z",0,"Z",0,"Z",0
140553,"R",276,"R",13371053,"R",1,"R",60000,"R",13,"R",323847,"R",32,"R",1719053,"R",81,"R",5244322,"R",24,"R",1300407,"R",6,"R",273940,"R",22,"R",1130609,"R",12,"R",441749,"R",20,"R",644260,"Z",0,"Z",0,"R",41,"R",1504372,"R",22,"R",677468,"R",2,"R",51026
140678,"R",105,"R",4248145,"Z",0,"Z",0,"R",2,"R",107048,"R",13,"R",368330,"R",9,"R",798053,"R",24,"R",1279655,"R",5,"R",160947,"R",4,"R",149847,"Z",0,"Z",0,"R",12,"R",398253,"R",4,"R",95878,"R",24,"R",702524,"R",8,"R",187610,"Z",0,"Z",0
140696,"R",95,"R",5546653,"R",1,"R",42025,"Z",0,"Z",0,"R",13,"R",447834,"R",19,"R",2159976,"R",11,"R",624121,"R",5,"R",231110,"R",38,"R",1712738,"R",1,"R",44485,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",284364,"Z",0,"Z",0,"Z",0,"Z",0
140720,"R",85,"R",3333844,"R",2,"R",81000,"Z",0,"Z",0,"R",21,"R",721488,"R",13,"R",1011049,"R",7,"R",329920,"R",3,"R",88888,"R",10,"R",407169,"Z",0,"Z",0,"R",20,"R",433460,"Z",0,"Z",0,"R",9,"R",260870,"Z",0,"Z",0,"Z",0,"Z",0
140818,"R",154,"R",6936033,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",813670,"R",19,"R",1659437,"R",10,"R",508724,"R",5,"R",242279,"R",26,"R",1065480,"R",5,"R",206980,"R",18,"R",496674,"R",16,"R",673363,"R",23,"R",837676,"R",14,"R",431750,"Z",0,"Z",0
140872,"R",138,"R",6005081,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",227900,"R",20,"R",1670280,"R",19,"R",727282,"R",4,"R",214508,"R",35,"R",1381031,"R",4,"R",166678,"R",24,"R",636383,"Z",0,"Z",0,"R",21,"R",737500,"R",6,"R",243519,"Z",0,"Z",0
140942,"R",157,"R",7250449,"Z",0,"Z",0,"R",33,"R",1639588,"R",34,"R",1477400,"R",12,"R",1189975,"R",8,"R",383697,"R",10,"R",477430,"R",2,"R",113201,"Z",0,"Z",0,"R",19,"R",615402,"R",7,"R",224979,"R",26,"R",889583,"R",6,"R",239194,"Z",0,"Z",0
140951,"R",972,"R",59762315,"Z",0,"Z",0,"Z",0,"Z",0,"R",352,"R",17872049,"R",114,"R",15825028,"R",47,"R",2733271,"R",69,"R",4589058,"R",117,"R",6035730,"Z",0,"Z",0,"R",88,"R",3574467,"R",5,"R",179977,"R",140,"R",6989974,"R",16,"R",941161,"R",24,"R",1021600
140960,"R",424,"R",18165543,"R",1,"R",127308,"Z",0,"Z",0,"R",66,"R",2489917,"R",73,"R",5716777,"R",19,"R",887474,"R",16,"R",764851,"R",28,"R",1310312,"R",7,"R",347570,"R",98,"R",2520500,"Z",0,"Z",0,"R",89,"R",3077562,"R",27,"R",923272,"Z",0,"Z",0
140988,"R",160,"R",6063290,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",192600,"R",29,"R",1940142,"R",17,"R",577207,"R",6,"R",263200,"R",37,"R",1220277,"R",2,"R",80000,"R",40,"R",953480,"Z",0,"Z",0,"R",23,"R",768950,"R",2,"R",67434,"Z",0,"Z",0
141006,"R",88,"R",3935667,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",62168,"R",14,"R",1115886,"R",18,"R",984927,"R",3,"R",148590,"R",12,"R",443633,"Z",0,"Z",0,"R",16,"R",401101,"Z",0,"Z",0,"R",24,"R",779362,"Z",0,"Z",0,"Z",0,"Z",0
141060,"R",379,"R",22363316,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1413977,"R",61,"R",7529357,"R",40,"R",2440032,"R",35,"R",1979959,"R",9,"R",553151,"R",4,"R",213116,"R",65,"R",2203993,"Z",0,"Z",0,"R",127,"R",5488326,"R",12,"R",477297,"R",2,"R",64108
141167,"R",84,"R",3853578,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",933434,"R",4,"R",614228,"R",10,"R",501987,"R",2,"R",125800,"R",21,"R",867982,"R",2,"R",75000,"R",3,"R",84640,"Z",0,"Z",0,"R",17,"R",600319,"Z",0,"Z",0,"R",2,"R",50188
141185,"R",76,"R",2963778,"R",1,"R",48473,"Z",0,"Z",0,"R",8,"R",306240,"R",20,"R",1195654,"R",4,"R",119228,"R",3,"R",90870,"R",9,"R",274374,"R",1,"R",38760,"R",9,"R",234529,"Z",0,"Z",0,"R",13,"R",362668,"R",8,"R",292982,"Z",0,"Z",0
141237,"R",89,"R",3464944,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",174592,"R",11,"R",998754,"R",1,"R",38760,"R",4,"R",143950,"R",12,"R",388487,"Z",0,"Z",0,"R",16,"R",365428,"R",3,"R",88694,"R",34,"R",1151014,"R",4,"R",115265,"Z",0,"Z",0
141255,"R",152,"R",5793654,"Z",0,"Z",0,"Z",0,"Z",0,"R",24,"R",1194276,"R",14,"R",995822,"R",14,"R",532859,"R",5,"R",234382,"R",3,"R",95657,"Z",0,"Z",0,"R",25,"R",781752,"Z",0,"Z",0,"R",67,"R",1958906,"Z",0,"Z",0,"Z",0,"Z",0
141264,"R",704,"R",33691527,"Z",0,"Z",0,"Z",0,"Z",0,"R",96,"R",3866753,"R",147,"R",13222225,"R",17,"R",809475,"R",53,"R",2582025,"R",38,"R",1881343,"R",12,"R",577666,"R",144,"R",4172562,"Z",0,"Z",0,"R",151,"R",4891570,"R",46,"R",1687908,"Z",0,"Z",0
141325,"R",97,"R",4163738,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",700337,"R",16,"R",1213462,"R",9,"R",470172,"R",4,"R",192925,"R",12,"R",435481,"R",3,"R",143158,"R",8,"R",250038,"R",3,"R",110700,"R",16,"R",519212,"R",4,"R",128253,"Z",0,"Z",0
141334,"R",1121,"R",51781860,"Z",0,"Z",0,"Z",0,"Z",0,"R",168,"R",7609973,"R",202,"R",17224903,"R",54,"R",2843467,"R",59,"R",3165559,"R",81,"R",3906818,"R",13,"R",653625,"R",287,"R",7181140,"R",1,"R",52800,"R",205,"R",7053196,"R",51,"R",2090379,"Z",0,"Z",0
141361,"R",101,"R",5643953,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",980287,"R",33,"R",2616521,"R",2,"R",110091,"R",7,"R",392326,"R",21,"R",890678,"R",2,"R",123608,"R",2,"R",70720,"Z",0,"Z",0,"R",12,"R",459722,"Z",0,"Z",0,"Z",0,"Z",0
141486,"R",198,"R",10668374,"R",5,"R",303113,"R",1,"R",53584,"R",30,"R",1370350,"R",41,"R",4081182,"R",6,"R",274686,"R",17,"R",903232,"R",26,"R",1240281,"R",2,"R",99476,"R",27,"R",743120,"R",2,"R",59500,"R",41,"R",1539850,"Z",0,"Z",0,"Z",0,"Z",0
141565,"R",318,"R",20314980,"Z",0,"Z",0,"Z",0,"Z",0,"R",55,"R",4060740,"R",27,"R",3460548,"R",34,"R",2100108,"R",16,"R",1276656,"R",64,"R",4059288,"R",4,"R",331728,"R",48,"R",2040948,"R",2,"R",70020,"R",60,"R",2496852,"R",8,"R",418092,"Z",0,"Z",0
141574,"R",2629,"R",189155476,"R",179,"R",24291792,"R",37,"R",3225600,"R",542,"R",42613944,"R",152,"R",21677292,"R",373,"R",21246996,"R",285,"R",19373496,"R",343,"R",23673988,"R",41,"R",2933340,"R",331,"R",14199720,"R",26,"R",1365708,"R",225,"R",9609144,"R",84,"R",4398660,"R",11,"R",545796
141644,"R",304,"R",18427689,"R",16,"R",670427,"Z",0,"Z",0,"R",95,"R",4035911,"R",66,"R",7710229,"R",24,"R",1451165,"R",32,"R",1580103,"R",21,"R",988780,"R",2,"R",98000,"R",20,"R",671044,"Z",0,"Z",0,"R",27,"R",1180430,"Z",0,"Z",0,"R",1,"R",41600
141680,"R",204,"R",12847956,"Z",0,"Z",0,"Z",0,"Z",0,"R",69,"R",4776600,"R",15,"R",1604676,"R",12,"R",684780,"R",16,"R",1149624,"R",30,"R",2047392,"R",1,"R",110436,"R",27,"R",1085784,"R",2,"R",64872,"R",29,"R",1179396,"R",2,"R",104376,"R",1,"R",40020
141796,"R",225,"R",14148540,"Z",0,"Z",0,"Z",0,"Z",0,"R",58,"R",4399308,"R",16,"R",1659732,"R",15,"R",862668,"R",14,"R",1003380,"R",48,"R",3157740,"Z",0,"Z",0,"R",32,"R",1310280,"Z",0,"Z",0,"R",37,"R",1503456,"R",4,"R",211956,"R",1,"R",40020
141802,"R",96,"R",5779800,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1342788,"R",10,"R",1036428,"R",4,"R",252360,"R",3,"R",196932,"R",18,"R",1131516,"Z",0,"Z",0,"R",14,"R",569772,"R",1,"R",42564,"R",20,"R",843120,"R",4,"R",201408,"R",4,"R",162912
141811,"R",183,"R",11263020,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2652180,"R",12,"R",1351224,"R",11,"R",696252,"R",6,"R",473220,"R",42,"R",2964372,"Z",0,"Z",0,"R",25,"R",1095696,"R",2,"R",102924,"R",37,"R",1515096,"R",4,"R",211956,"R",5,"R",200100
141839,"R",165,"R",9481872,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",2420412,"R",12,"R",1215024,"R",17,"R",894636,"R",7,"R",446124,"R",40,"R",2400732,"Z",0,"Z",0,"R",19,"R",729888,"Z",0,"Z",0,"R",25,"R",972336,"R",3,"R",159768,"R",6,"R",242952
141936,"R",1,"R",56550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
141963,"R",510,"R",43946256,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",2276784,"R",82,"R",11688000,"R",168,"R",12206808,"R",151,"R",12843288,"R",33,"R",2287164,"R",1,"R",84264,"R",2,"R",189192,"R",1,"R",100692,"R",44,"R",2270064,"Z",0,"Z",0,"Z",0,"Z",0
141981,"R",160,"R",11339148,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1849464,"R",10,"R",1285668,"R",27,"R",1809492,"R",9,"R",741852,"R",61,"R",4433172,"R",1,"R",65124,"R",10,"R",465240,"Z",0,"Z",0,"R",7,"R",300204,"R",5,"R",229296,"R",4,"R",159636
141990,"R",107,"R",6749352,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1483344,"R",10,"R",1049556,"R",10,"R",570552,"R",5,"R",340740,"R",21,"R",1548204,"Z",0,"Z",0,"R",21,"R",890412,"R",2,"R",79176,"R",14,"R",604044,"R",2,"R",104376,"R",2,"R",78948
142054,"R",17,"R",1101120,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",465625,"R",6,"R",530496,"Z",0,"Z",0,"R",1,"R",31832,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",73167,"Z",0,"Z",0,"Z",0,"Z",0
142090,"R",15,"R",861347,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",182757,"R",5,"R",410348,"R",1,"R",53092,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",62480,"R",2,"R",94050,"R",2,"R",58620,"Z",0,"Z",0,"Z",0,"Z",0
142115,"R",1668,"R",93503753,"R",29,"R",1854108,"Z",0,"Z",0,"R",293,"R",15182055,"R",97,"R",13063241,"R",292,"R",16129527,"R",243,"R",14786488,"R",189,"R",14488075,"R",26,"R",1508355,"R",162,"R",4776631,"R",2,"R",72655,"R",267,"R",9235038,"R",61,"R",2222978,"R",7,"R",184602
142179,"R",77,"R",2727560,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",50357,"R",17,"R",1190811,"R",6,"R",130076,"R",10,"R",247176,"R",3,"R",121493,"Z",0,"Z",0,"R",8,"R",179423,"Z",0,"Z",0,"R",27,"R",735440,"R",3,"R",72784,"Z",0,"Z",0
142276,"R",1078,"R",54567663,"R",7,"R",656102,"Z",0,"Z",0,"R",44,"R",2004746,"R",241,"R",20332831,"R",125,"R",6014104,"R",121,"R",6671621,"R",81,"R",3935688,"R",41,"R",2219578,"R",130,"R",3380959,"Z",0,"Z",0,"R",230,"R",7412330,"R",51,"R",1690686,"R",7,"R",249018
142285,"R",1827,"R",97824565,"R",51,"R",4440270,"R",118,"R",8127021,"R",165,"R",7237558,"R",177,"R",18932334,"R",172,"R",10061061,"R",341,"R",16975195,"R",256,"R",11954894,"R",22,"R",1142868,"R",112,"R",3266058,"R",8,"R",271627,"R",280,"R",10317326,"R",89,"R",3542118,"R",36,"R",1556235
142294,"R",151,"R",6796087,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",350373,"R",27,"R",2168470,"R",14,"R",629975,"R",9,"R",399406,"R",36,"R",1492324,"R",6,"R",215689,"R",25,"R",656926,"R",1,"R",28392,"R",22,"R",712551,"R",4,"R",141981,"Z",0,"Z",0
142328,"R",245,"R",10932064,"Z",0,"Z",0,"Z",0,"Z",0,"R",47,"R",2308222,"R",15,"R",1550639,"R",17,"R",849635,"R",19,"R",898850,"R",35,"R",1685793,"R",2,"R",87781,"R",27,"R",765142,"Z",0,"Z",0,"R",72,"R",2355485,"R",10,"R",388997,"R",1,"R",41520
142443,"R",361,"R",16891990,"Z",0,"Z",0,"Z",0,"Z",0,"R",77,"R",2858932,"R",35,"R",3188959,"R",37,"R",1690885,"R",26,"R",1670680,"R",61,"R",2753971,"R",5,"R",269222,"R",48,"R",1469375,"Z",0,"Z",0,"R",56,"R",2222072,"R",15,"R",718390,"R",1,"R",49504
142461,"R",171,"R",7503058,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",537011,"R",28,"R",2099033,"R",15,"R",656881,"R",20,"R",859037,"R",30,"R",1212506,"R",1,"R",45490,"R",11,"R",336470,"Z",0,"Z",0,"R",56,"R",1756630,"Z",0,"Z",0,"Z",0,"Z",0
142522,"R",802,"R",43650455,"Z",0,"Z",0,"Z",0,"Z",0,"R",86,"R",5046985,"R",114,"R",7511127,"R",86,"R",5269329,"R",78,"R",5266817,"R",77,"R",4549590,"R",13,"R",1074089,"R",102,"R",4556467,"R",5,"R",188123,"R",173,"R",7039753,"R",53,"R",2460534,"R",15,"R",687641
142559,"R",374,"R",15993128,"Z",0,"Z",0,"Z",0,"Z",0,"R",70,"R",2409310,"R",72,"R",4966276,"R",29,"R",1261363,"R",24,"R",1173930,"R",53,"R",2206603,"R",4,"R",167027,"R",53,"R",1432542,"R",2,"R",85248,"R",51,"R",1627514,"R",15,"R",638131,"R",1,"R",25184
142832,"R",96,"R",8422475,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",717200,"R",45,"R",5248675,"R",7,"R",405180,"R",15,"R",1028283,"R",10,"R",580459,"Z",0,"Z",0,"R",1,"R",41375,"Z",0,"Z",0,"R",7,"R",354827,"R",1,"R",46476,"Z",0,"Z",0
142887,"R",26,"R",1774008,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",50000,"R",8,"R",889309,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",444897,"R",8,"R",389802,"Z",0,"Z",0,"Z",0,"Z",0
142957,"R",9,"R",620325,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",46125,"R",7,"R",543000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",31200,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
143048,"R",421,"R",26093063,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",2987447,"R",72,"R",8720391,"R",87,"R",4867869,"R",40,"R",2430433,"R",58,"R",2887056,"R",5,"R",310374,"R",13,"R",592192,"Z",0,"Z",0,"R",85,"R",3253371,"R",1,"R",43930,"Z",0,"Z",0
143084,"R",339,"R",16072158,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",703104,"R",88,"R",6450515,"R",3,"R",129753,"R",15,"R",823257,"R",43,"R",2471625,"R",4,"R",192407,"R",90,"R",2583513,"Z",0,"Z",0,"R",64,"R",2008288,"R",16,"R",677310,"R",1,"R",32386
143118,"R",270,"R",18504826,"Z",0,"Z",0,"Z",0,"Z",0,"R",42,"R",2891012,"R",34,"R",5204460,"R",29,"R",2133435,"R",18,"R",1102841,"R",69,"R",3831814,"R",4,"R",231643,"R",27,"R",1381324,"R",3,"R",87672,"R",44,"R",1640625,"Z",0,"Z",0,"Z",0,"Z",0
143215,"R",264,"R",14115187,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",314766,"R",16,"R",1691463,"R",42,"R",1942013,"R",34,"R",2288287,"R",67,"R",3227146,"R",7,"R",292794,"R",61,"R",3174000,"Z",0,"Z",0,"R",31,"R",1184718,"Z",0,"Z",0,"Z",0,"Z",0
143233,"R",16,"R",934800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",519719,"Z",0,"Z",0,"R",2,"R",93874,"R",2,"R",106547,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",214660,"Z",0,"Z",0,"Z",0,"Z",0
143279,"R",185,"R",9206537,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",263755,"R",8,"R",958591,"R",28,"R",1287904,"R",27,"R",1452896,"R",54,"R",2660701,"Z",0,"Z",0,"R",35,"R",1424072,"R",5,"R",237127,"R",22,"R",921491,"Z",0,"Z",0,"Z",0,"Z",0
143288,"R",64,"R",3152804,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",95733,"R",24,"R",1579696,"R",4,"R",147940,"R",4,"R",173291,"R",8,"R",322585,"R",1,"R",38760,"R",1,"R",36720,"R",6,"R",235624,"R",10,"R",357666,"R",4,"R",164789,"Z",0,"Z",0
143297,"R",20,"R",1170365,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",411057,"R",4,"R",460364,"Z",0,"Z",0,"R",2,"R",91748,"R",1,"R",54756,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",152440,"Z",0,"Z",0,"Z",0,"Z",0
143358,"R",632,"R",32148873,"Z",0,"Z",0,"R",16,"R",1162914,"R",126,"R",6993403,"R",49,"R",5295935,"R",22,"R",1381111,"R",38,"R",2216945,"R",67,"R",4412530,"Z",0,"Z",0,"R",114,"R",4141922,"Z",0,"Z",0,"R",172,"R",4772722,"R",28,"R",1771391,"Z",0,"Z",0
143613,"R",117,"R",5024200,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",201520,"R",22,"R",1726800,"R",11,"R",392350,"R",9,"R",373710,"R",20,"R",832060,"R",1,"R",40380,"R",27,"R",858890,"Z",0,"Z",0,"R",21,"R",598490,"Z",0,"Z",0,"Z",0,"Z",0
143659,"R",50,"R",2538926,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",276432,"R",16,"R",1119312,"R",4,"R",175438,"R",2,"R",123676,"R",14,"R",621408,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",222660,"Z",0,"Z",0
143853,"R",337,"R",23562647,"R",14,"R",722994,"Z",0,"Z",0,"R",17,"R",504753,"R",60,"R",8870619,"R",24,"R",1614684,"R",25,"R",1999793,"R",20,"R",1333557,"R",11,"R",667308,"R",83,"R",3791513,"Z",0,"Z",0,"R",83,"R",4057426,"Z",0,"Z",0,"Z",0,"Z",0
143978,"R",151,"R",9910036,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2046997,"R",54,"R",5108329,"R",3,"R",137764,"Z",0,"Z",0,"R",1,"R",71978,"Z",0,"Z",0,"Z",0,"Z",0,"R",31,"R",1448303,"R",21,"R",1096665,"Z",0,"Z",0,"Z",0,"Z",0
144005,"R",403,"R",26223316,"Z",0,"Z",0,"Z",0,"Z",0,"R",64,"R",3323877,"R",64,"R",7384910,"R",47,"R",2392230,"R",15,"R",868106,"R",43,"R",2465800,"R",18,"R",949912,"R",69,"R",3641428,"Z",0,"Z",0,"R",39,"R",2009806,"R",31,"R",2507366,"R",13,"R",679881
144014,"R",26,"R",1567124,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",488062,"R",5,"R",567610,"R",2,"R",112882,"R",2,"R",115766,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",282804,"Z",0,"Z",0,"Z",0,"Z",0
144050,"R",5961,"R",473118926,"R",895,"R",56557635,"Z",0,"Z",0,"R",735,"R",58014670,"R",1173,"R",137692560,"R",688,"R",52076372,"R",845,"R",69062731,"R",530,"R",37408235,"R",117,"R",8592840,"R",229,"R",14852395,"R",19,"R",1112974,"R",563,"R",26406464,"R",111,"R",8109952,"R",56,"R",3232098
144157,"R",176,"R",10458058,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1919474,"R",11,"R",1020692,"R",23,"R",1366813,"R",6,"R",373639,"R",33,"R",2119027,"Z",0,"Z",0,"R",37,"R",2084530,"R",3,"R",238675,"R",30,"R",1335208,"Z",0,"Z",0,"Z",0,"Z",0
144166,"R",201,"R",12706642,"Z",0,"Z",0,"Z",0,"Z",0,"R",50,"R",3167714,"R",22,"R",2032772,"R",24,"R",1364869,"R",8,"R",590765,"R",25,"R",1531492,"R",12,"R",818045,"R",38,"R",2199801,"Z",0,"Z",0,"R",22,"R",1001184,"Z",0,"Z",0,"Z",0,"Z",0
144175,"R",136,"R",7910674,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1696173,"R",9,"R",821083,"R",18,"R",1042826,"R",8,"R",540500,"R",15,"R",1015784,"Z",0,"Z",0,"R",26,"R",1389717,"Z",0,"Z",0,"R",32,"R",1404591,"Z",0,"Z",0,"Z",0,"Z",0
144184,"R",189,"R",11011606,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",3850386,"R",13,"R",1215212,"R",20,"R",1175708,"R",6,"R",456907,"R",19,"R",1285082,"Z",0,"Z",0,"R",33,"R",1611785,"Z",0,"Z",0,"R",33,"R",1416526,"Z",0,"Z",0,"Z",0,"Z",0
144193,"R",138,"R",8176075,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1700968,"R",9,"R",854423,"R",23,"R",1356627,"R",6,"R",388307,"R",14,"R",895543,"R",1,"R",59286,"R",32,"R",1848804,"Z",0,"Z",0,"R",25,"R",1072117,"Z",0,"Z",0,"Z",0,"Z",0
144209,"R",157,"R",9123286,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"R",2674434,"R",7,"R",666032,"R",25,"R",1466844,"R",9,"R",623212,"R",16,"R",1044456,"R",1,"R",63550,"R",21,"R",1167280,"Z",0,"Z",0,"R",34,"R",1417478,"Z",0,"Z",0,"Z",0,"Z",0
144218,"R",179,"R",10594164,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"R",2074611,"R",15,"R",1364805,"R",28,"R",1558231,"R",10,"R",710165,"R",16,"R",1028471,"R",1,"R",71752,"R",37,"R",2025581,"Z",0,"Z",0,"R",38,"R",1760548,"Z",0,"Z",0,"Z",0,"Z",0
144281,"R",552,"R",36485225,"Z",0,"Z",0,"Z",0,"Z",0,"R",81,"R",4579573,"R",114,"R",11621843,"R",78,"R",5163207,"R",54,"R",4028814,"R",126,"R",6383204,"Z",0,"Z",0,"R",5,"R",264791,"R",3,"R",115955,"R",84,"R",3931176,"R",7,"R",396662,"Z",0,"Z",0
144351,"R",237,"R",12562898,"R",3,"R",196169,"Z",0,"Z",0,"R",15,"R",600750,"R",35,"R",3204341,"R",14,"R",807637,"R",9,"R",479104,"R",27,"R",1326672,"Z",0,"Z",0,"R",28,"R",942886,"Z",0,"Z",0,"R",106,"R",5005339,"Z",0,"Z",0,"Z",0,"Z",0
144485,"R",25,"R",1386708,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",258439,"R",4,"R",428101,"R",5,"R",264735,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",25762,"R",6,"R",309308,"R",2,"R",100363,"Z",0,"Z",0,"Z",0,"Z",0
144500,"R",233,"R",18558633,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",1012500,"R",16,"R",1935020,"R",67,"R",4614705,"R",66,"R",5759435,"R",35,"R",2926151,"R",1,"R",94556,"R",20,"R",1436208,"R",2,"R",194238,"R",11,"R",585820,"Z",0,"Z",0,"Z",0,"Z",0
144564,"R",114,"R",5531097,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",177913,"R",11,"R",1047358,"R",18,"R",812608,"R",8,"R",461624,"R",31,"R",1505525,"Z",0,"Z",0,"R",19,"R",670713,"R",7,"R",257888,"R",17,"R",597468,"Z",0,"Z",0,"Z",0,"Z",0
144740,"R",1539,"R",110129019,"Z",0,"Z",0,"Z",0,"Z",0,"R",228,"R",14188606,"R",264,"R",31962595,"R",217,"R",14795379,"R",195,"R",14731534,"R",198,"R",14210542,"R",2,"R",197455,"R",95,"R",3961113,"Z",0,"Z",0,"R",305,"R",13182666,"R",29,"R",2653535,"R",6,"R",245594
144777,"R",223,"R",20645619,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",2211501,"R",85,"R",10278301,"R",87,"R",7083396,"R",10,"R",749733,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",322688,"Z",0,"Z",0,"Z",0,"Z",0
